world_key,oracle_status,oracle_objective,oracle_bound,oracle_gap,oracle_runtime_s,oracle_feasible,oracle_certified
E2:clustered:p0.7:cv1.0:r18,OPTIMAL,296.2654775196899,296.2654775196899,0.0,0.0715724999899976,True,True
E2:clustered:p0.7:cv1.0:r19,OPTIMAL,300.34245253998444,300.34245253998444,0.0,0.037356599990744144,True,True
E2:clustered:p0.7:cv1.0:r20,OPTIMAL,269.98628061211633,269.98628061211633,0.0,0.020356900000479072,True,True
E2:clustered:p0.7:cv1.0:r21,OPTIMAL,268.6817354244142,268.6817354244142,0.0,0.021260200010146946,True,True
E2:clustered:p0.7:cv1.0:r22,OPTIMAL,346.69100378642327,346.6910037864233,0.0,0.13698130002012476,True,True
E2:clustered:p0.7:cv1.0:r23,OPTIMAL,266.1153188584291,266.1153188584291,0.0,0.08839470002567396,True,True
E2:clustered:p0.7:cv1.0:r24,OPTIMAL,279.37901898085534,279.37901898085534,0.0,0.027727600012440234,True,True
E2:clustered:p0.7:cv1.0:r25,OPTIMAL,299.1662161476305,299.1662161476305,0.0,0.04930190002778545,True,True
E2:clustered:p0.7:cv1.0:r26,OPTIMAL,259.6567470157365,259.6567470157365,0.0,0.036947299959138036,True,True
E2:clustered:p0.7:cv1.0:r27,OPTIMAL,300.0444105322069,300.0444105322069,0.0,0.02176319999853149,True,True
E2:clustered:p0.7:cv1.0:r28,OPTIMAL,216.49968580784292,216.4996858078429,0.0,0.025026599992997944,True,True
E2:clustered:p0.7:cv1.0:r29,OPTIMAL,333.6479028750861,333.6479028750861,0.0,0.07627929997397587,True,True
E2:clustered:p0.85:cv1.0:r0,OPTIMAL,248.2571769984986,248.25717699849855,0.0,0.06389290001243353,True,True
E2:clustered:p0.85:cv1.0:r1,OPTIMAL,380.7013885694919,380.7013885694918,0.0,0.2578335999860428,True,True
E2:clustered:p0.85:cv1.0:r2,OPTIMAL,470.86098571584466,470.86098571584466,0.0,0.5983433999936096,True,True
E2:clustered:p0.85:cv1.0:r3,OPTIMAL,434.80646537650034,434.80646537650034,0.0,0.04711019998649135,True,True
