assignment_switches,censored_loads,coalition_breaks,comm_graph_lambda2_mean,delivered_reward,delivered_weight_ratio,delivery_rate,discovery_latency_first_mean,discovery_latency_mean,distance_per_delivered_weight,family,frac_loads_never_discovered,info_requirement,label,lateral_switches,lateral_switches_per_delivery,lateral_while_transporting,loads_delivered,loads_offered,loads_spawned,max_completion_time,max_contact_margin,max_formation_error,mean_communication_degree,mean_completion_time,mean_contact_deficit,mean_contact_surplus,mean_formation_error,mean_time_post_discovery,method,min_load_obstacle_clearance,min_pair_distance,min_robot_obstacle_clearance,network_coverage_mean,offered_load,oracle_reward,peak_deficit_after_fault,pre_failure_deliveries,price_level_vs_lambda_star,price_std_late,priority_regret,recovery_time_s,recruit_latency_mean,recruit_switches,release_switches,reward_capture_discovered,reward_capture_ratio,rho,robots,run_mode,runtime_per_decision_ms,runtime_seconds,scenario,scenario_case,seed,staffing_rmse_vs_theory,station_mesh_connected,switch_denominator_lt3,switch_event_log_path,switches_per_delivery,throughput_steady,total_robot_distance,visual_method,visual_scenario,wasted_distance
91,3,0,0.2252800592528143,15.780000000000001,0.6666666666666666,0.75,0.0,0.0,18.668862520250652,oracle,0.0,global,Oracle clairvoyant,32,3.5555555555555554,0,9,24,12,125.65779181267979,1.0,9.067076252688082,8.618030513176144,70.48169894292009,3.635500711912672,0.28856193640246797,2.1330471756855443,70.48169894292009,oracle_clairvoyant,0.4675352909544751,0.2845336862177656,0.07999999999999985,0.749837837837838,1.1,47.68,2.4878023127820863,4,nan,nan,31.9,0.0,43.49678845794661,32,27,0.3309563758389262,0.3309563758389262,1.1,15,nan,4.9021066573833405,3.5344188999733888,robot_failures,fail4,2028,nan,True,False,nan,10.11111111111111,2.7777777777777777,896.1054009720312,oracle_clairvoyant,robot_failure,24.85972061555965
3,3,0,-3.3702319589291833e-16,1.06,0.043478260869565216,0.25,9.86115487653979,21.694488209873118,205.29834892571537,ours,0.25,local,Smith main raw,0,0.0,0,1,17,4,25.403141345859883,0.0,4.253283767038411,9.171890892279242,25.403141345859883,7.033405172413793,0.0005387931034482759,0.7483207167456708,25.25,smith_full,2.7788767662766536,0.3248670046003389,1.0039587962429324,0.558054054054054,0.8,31.46,nan,nan,59.92513959382344,0.013997507291768673,30.400000000000002,nan,2.75,2,1,0.2217573221757322,0.033693579148124604,0.8,15,nan,5.17050416091581,3.727933500020299,comm_degradation,R3_p0,2026,8.802960161092878,False,True,nan,3.0,0.0,205.29834892571537,smith_full,comm_degradation,0.9280192819073863
89,3,0,-6.938868476551875e-16,11.32,0.6851851851851852,0.6666666666666666,43.90315242342383,69.55940242342383,22.789565165400596,classic,0.1111111111111111,local,Classic greedy nearest,10,1.6666666666666667,0,6,17,9,110.18991192529398,1.0,7.3340114919170585,7.220896902450301,70.98783201069097,4.194414019715224,0.244249726177437,0.991509196109781,26.333333333333332,classic_greedy_nearest,0.47796921442452633,0.2553029889482824,0.07999999999999996,0.5902270270270269,0.8,31.46,nan,nan,nan,nan,20.14,nan,3.65625,44,35,0.7369791666666667,0.35982199618563254,0.8,15,nan,5.103860748931766,3.679883599979803,comm_degradation,R3_p0,2026,nan,False,False,nan,14.833333333333334,2.2222222222222223,843.213911119822,classic_greedy_nearest,comm_degradation,31.75792567298948
87,3,0,17.92238680612453,14.72,0.6714285714285714,0.7272727272727273,0.0,0.0,21.960828298207645,classic,0.0,global,Classic centralized min-cost,24,3.0,0,8,17,11,96.42257621568059,1.0,10.945988016483396,13.999260286638927,48.33919551670308,4.786581839213418,0.32793522267206476,2.056550458585635,48.33919551670308,classic_centralized_mincost,0.47784006486264197,0.24410489442197736,0.07999999999999985,1.0,0.8,31.46,nan,nan,nan,nan,16.740000000000002,nan,27.230955366680657,31,32,0.46789574062301337,0.46789574062301337,0.8,15,nan,4.49491248263599,3.2408318999805488,comm_degradation,R3_p0,2026,nan,True,False,nan,10.875,2.7777777777777777,1032.1589300157593,classic_centralized_mincost,comm_degradation,75.32510937064113
87,3,0,17.92238680612453,14.72,0.6714285714285714,0.7272727272727273,0.0,0.0,21.960828298207645,oracle,0.0,global,Oracle clairvoyant,24,3.0,0,8,17,11,96.42257621568059,1.0,10.945988016483396,13.999260286638927,48.33919551670308,4.786581839213418,0.32793522267206476,2.056550458585635,48.33919551670308,oracle_clairvoyant,0.47784006486264197,0.24410489442197736,0.07999999999999985,1.0,0.8,31.46,nan,nan,nan,nan,16.740000000000002,nan,27.230955366680657,31,32,0.46789574062301337,0.46789574062301337,0.8,15,nan,4.641605825205405,3.3465977999730967,comm_degradation,R3_p0,2026,nan,True,False,nan,10.875,2.7777777777777777,1032.1589300157593,oracle_clairvoyant,comm_degradation,75.32510937064113
26,3,0,-1.668357265562364e-16,2.02,0.2413793103448276,0.25,37.85961011663619,43.276276783302855,43.567177876927936,ours,0.25,local,Smith main raw,7,7.0,0,1,16,4,78.4458919375578,0.0,6.769247425939668,9.73277854831253,78.4458919375578,6.621284755512943,0.003355704697986577,0.8045309809430112,58.25,smith_full,0.9596037925786859,0.29854751974448873,0.07999999999999996,0.4628756756756758,0.8,30.240000000000002,nan,nan,20829.135576009674,0.06256110294057726,28.220000000000002,nan,0.0,10,9,0.3247588424437299,0.06679894179894179,0.8,15,nan,5.4636608876886,3.9392995000234805,comm_degradation,R3_p0,2027,7.923626143109492,False,True,nan,26.0,0.5555555555555556,304.97024513849556,smith_full,comm_degradation,14.345968081335709
52,3,0,-4.0017353747134463e-16,4.52,0.4594594594594595,0.4,65.79269100756915,71.64269100756914,35.43133466210956,classic,0.0,local,Classic greedy nearest,8,4.0,0,2,16,5,84.13293841235077,1.0,7.168194445051217,6.258159963014332,67.91441517495429,5.294484412470024,0.09160671462829736,0.7457027619692508,34.375,classic_greedy_nearest,0.5163672855085045,0.2770191898054186,0.07999999999999985,0.6083459459459459,0.8,30.240000000000002,nan,nan,nan,nan,25.720000000000002,nan,0.05,28,16,0.4337811900191938,0.14947089947089945,0.8,15,nan,4.909575450761778,3.5398038999992423,comm_degradation,R3_p0,2027,nan,False,True,nan,26.0,0.5555555555555556,602.3326892558625,classic_greedy_nearest,comm_degradation,74.86921133672276
95,3,0,18.51731916098466,16.16,0.691358024691358,0.7272727272727273,0.0,0.0,18.833358147672072,classic,0.0,global,Classic centralized min-cost,52,6.5,0,8,16,11,141.81076932697127,1.0,10.254606293214131,13.99704114655571,92.55738079689313,5.087542087542087,0.32082732082732085,1.4323238877437,92.55738079689313,classic_centralized_mincost,0.47264517765117253,0.23062571559574196,0.07999999999999963,1.0,0.8,30.240000000000002,nan,nan,nan,nan,14.080000000000002,nan,64.13449585774973,24,19,0.5343915343915343,0.5343915343915343,0.8,15,nan,4.754303190011102,3.4278525999980047,comm_degradation,R3_p0,2027,nan,True,False,nan,11.875,3.333333333333333,1054.668056269636,classic_centralized_mincost,comm_degradation,44.22252515959157
95,3,0,18.51731916098466,16.16,0.691358024691358,0.7272727272727273,0.0,0.0,18.833358147672072,oracle,0.0,global,Oracle clairvoyant,52,6.5,0,8,16,11,141.81076932697127,1.0,10.254606293214131,13.99704114655571,92.55738079689313,5.087542087542087,0.32082732082732085,1.4323238877437,92.55738079689313,oracle_clairvoyant,0.47264517765117253,0.23062571559574196,0.07999999999999963,1.0,0.8,30.240000000000002,nan,nan,nan,nan,14.080000000000002,nan,64.13449585774973,24,19,0.5343915343915343,0.5343915343915343,0.8,15,nan,4.731677669900032,3.411539599997923,comm_degradation,R3_p0,2027,nan,True,False,nan,11.875,3.333333333333333,1054.668056269636,oracle_clairvoyant,comm_degradation,44.22252515959157
24,3,0,-2.6536499638131027e-17,1.8599999999999999,0.25,0.25,27.566812637330184,27.941812637330184,35.07331488841576,ours,0.5,local,Smith main raw,0,0.0,0,1,21,4,32.41124255586783,0.0,3.695436671334653,12.17549699491447,32.41124255586783,5.886981402002861,0.002861230329041488,0.7025083248420878,30.5,smith_full,0.7149174162355533,0.3231146043020771,0.6687743116516734,0.34845405405405405,0.8,35.38,nan,nan,19044.085743585332,6.661338147750939e-16,33.52,nan,0.0,12,12,0.4428571428571429,0.052572074618428485,0.8,15,nan,5.2031621359703335,3.75147990003461,comm_degradation,R3_p0,2028,6.130640989254113,False,True,nan,24.0,0.0,210.43988933049457,smith_full,comm_degradation,0.0
78,3,0,-1.8232621287452235e-16,9.3,0.6818181818181818,0.625,70.05268006645865,82.50268006645865,20.542896867396436,classic,0.375,local,Classic greedy nearest,6,1.2,0,5,21,8,154.67186096709813,1.0,5.811894620157886,8.851225150254276,100.85268006645865,3.551839464882943,0.19111323459149546,0.7869514462882742,30.8,classic_greedy_nearest,0.5423785369316264,0.2880357390228862,0.37627402617171135,0.44345945945945947,0.8,35.38,nan,nan,nan,nan,26.080000000000002,nan,0.0,36,36,1.0,0.26286037309214244,0.8,15,nan,5.05843980587572,3.647135100036394,comm_degradation,R3_p0,2028,nan,False,False,nan,15.6,2.2222222222222223,616.2869060218931,classic_greedy_nearest,comm_degradation,0.0
128,3,0,18.322418026977072,20.4,0.8571428571428571,0.8,0.0,0.0,19.156755524961174,classic,0.0,global,Classic centralized min-cost,65,5.416666666666667,0,12,21,15,112.45791409053473,1.0,8.98853567941782,13.977253814147018,72.59743478354984,2.8163950143815915,0.4434324065196548,1.5692861286933186,72.59743478354984,classic_centralized_mincost,0.5565932702536792,0.19579745877347607,0.07999999999999996,1.0,0.8,35.38,nan,nan,nan,nan,14.980000000000004,nan,49.914706943367946,35,28,0.5765969474279253,0.5765969474279253,0.8,15,nan,4.715390013929343,3.399796200043056,comm_degradation,R3_p0,2028,nan,True,False,nan,10.666666666666666,5.0,1149.4053314976704,classic_centralized_mincost,comm_degradation,63.74484275774621
128,3,0,18.322418026977072,20.4,0.8571428571428571,0.8,0.0,0.0,19.156755524961174,oracle,0.0,global,Oracle clairvoyant,65,5.416666666666667,0,12,21,15,112.45791409053473,1.0,8.98853567941782,13.977253814147018,72.59743478354984,2.8163950143815915,0.4434324065196548,1.5692861286933186,72.59743478354984,oracle_clairvoyant,0.5565932702536792,0.19579745877347607,0.07999999999999996,1.0,0.8,35.38,nan,nan,nan,nan,14.980000000000004,nan,49.914706943367946,35,28,0.5765969474279253,0.5765969474279253,0.8,15,nan,4.736605547830313,3.4150925999856554,comm_degradation,R3_p0,2028,nan,True,False,nan,10.666666666666666,5.0,1149.4053314976704,oracle_clairvoyant,comm_degradation,63.74484275774621
