experiment,world_id,world_seed,replicate,N,K,M,slot_to_robot_ratio,matrix_elements,matrix_bytes,expected_matrix_bytes,matrix_ms,solver_ms,post_ms,total_ms,mission_feasible
scaling,dc0f560d7f4b279238ac,1746078004,1,128,21,64,0.5,8192,65536,65536,0.1773,0.0722,0.0843,1.7505,True
scaling,dc366f1042de5415d5ae,3196757550,2,128,21,64,0.5,8192,65536,65536,0.1586,0.0694,0.0869,1.7336,True
scaling,fba7a211b48bd5929ab4,918855381,3,128,21,64,0.5,8192,65536,65536,0.1662,0.0766,0.0866,1.8015,True
scaling,24ebd1ed9e3dee94b757,1830242500,4,128,21,64,0.5,8192,65536,65536,0.2831,0.3102,0.1031,2.8702,True
scaling,2e58e6add6f679f240c6,2225774297,5,128,21,64,0.5,8192,65536,65536,0.1767,0.1319,0.1037,1.9388,True
scaling,9b342c40444f6a59ce08,922223121,6,128,21,64,0.5,8192,65536,65536,0.2319,0.1157,0.1242,2.3002,True
scaling,87d2bc2a3a6e6374a032,86732353,7,128,21,64,0.5,8192,65536,65536,0.2481,0.126,0.1313,2.7128,True
scaling,17578774d0ec4b832298,1557850360,8,128,21,64,0.5,8192,65536,65536,0.2428,0.1434,0.1292,2.6816,True
scaling,8e79d3f7a64c1f11197f,438572489,9,128,21,64,0.5,8192,65536,65536,0.2115,0.1038,0.1496,3.3962,True
scaling,778bf696d22aa0c5933b,826281268,10,128,21,64,0.5,8192,65536,65536,0.2097,0.1093,0.1083,2.1773,True
scaling,84fca86aa08e94ada2c8,3150010022,11,128,21,64,0.5,8192,65536,65536,0.2078,0.1097,0.1088,2.2871,True
scaling,5fe5f54c175b000a7798,2196135238,12,128,21,64,0.5,8192,65536,65536,0.2342,0.1174,0.1233,2.47,True
scaling,b49a69cbaede8ade3f02,3708249938,13,128,21,64,0.5,8192,65536,65536,0.234,0.1123,0.1418,2.683,True
scaling,111bec0a4fa853440e87,1052740148,14,128,21,64,0.5,8192,65536,65536,0.3524,0.1861,0.1813,3.12,True
scaling,72123d8879c377439236,3267416604,15,128,21,64,0.5,8192,65536,65536,0.2258,0.1253,0.1102,2.4222,True
scaling,72bf543b31e4b10e48fb,777890169,16,128,21,64,0.5,8192,65536,65536,0.2336,0.1349,0.125,2.5406,True
scaling,ba4d1092ecab7653eb3b,288668222,17,128,21,64,0.5,8192,65536,65536,0.2388,0.1283,0.134,2.6314,True
scaling,9bb021e645ecbad915bf,213624203,18,128,21,64,0.5,8192,65536,65536,0.2126,0.1027,0.1199,2.6689,True
scaling,df460cf9b9a4dd01b847,126648057,19,128,21,64,0.5,8192,65536,65536,0.2406,0.1529,0.1143,3.9732,True
scaling,7d8deedf1e16ee422499,886521738,20,128,21,64,0.5,8192,65536,65536,0.1938,0.087,0.1052,2.0292,True
scaling,c4ea41dfc9757ee4e4a5,3033068864,21,128,21,64,0.5,8192,65536,65536,0.2043,0.0878,0.1034,2.1531,True
scaling,698b607e963dac69fff7,1376737370,22,128,21,64,0.5,8192,65536,65536,0.2065,0.1039,0.1107,2.2239,True
scaling,6e9cc8306409001a5b72,3603944263,23,128,21,64,0.5,8192,65536,65536,0.2067,0.1132,0.1096,2.5104,True
scaling,cd3076ec33e1ec58a64c,1475341153,24,128,21,64,0.5,8192,65536,65536,0.3579,0.1456,0.2355,3.1494,True
scaling,45e4ea430c7780be945d,1417993146,25,128,21,64,0.5,8192,65536,65536,0.2059,0.1687,0.1298,2.2296,True
scaling,d7f34fb5478255f5c3fd,372834512,26,128,21,64,0.5,8192,65536,65536,0.2185,0.1151,0.1181,2.3014,True
scaling,e1ce1cac95eb7b445731,3501214778,27,128,21,64,0.5,8192,65536,65536,0.2266,0.1053,0.1213,2.5218,True
scaling,d535575497cb5d4272f3,1142574167,28,128,21,64,0.5,8192,65536,65536,0.3241,0.1943,0.1282,3.4899,True
scaling,91de348e5700384ee050,821538704,29,128,21,64,0.5,8192,65536,65536,0.2572,0.1135,0.13,2.5535,True
scaling,dcdd1423a23cf8295603,3040387419,0,128,43,128,1.0,16384,131072,131072,0.416,0.4698,0.2388,3.2521,True
scaling,e151f12786f6039daef9,3209746052,1,128,43,128,1.0,16384,131072,131072,0.4588,0.5796,0.2334,3.3234,True
scaling,6ee69e206505886b3660,2753607014,2,128,43,128,1.0,16384,131072,131072,0.4018,0.4896,0.2344,3.252,True
scaling,6cb66ca6d734558c00ff,3247253275,3,128,43,128,1.0,16384,131072,131072,0.4345,0.319,0.2276,3.1638,True
scaling,24cb7b7750a7d1d846a7,1769322332,4,128,43,128,1.0,16384,131072,131072,0.4087,0.3257,0.2273,2.9968,True
scaling,ebaa7a2b11dd72eb0909,1135006507,5,128,43,128,1.0,16384,131072,131072,0.4066,0.3833,0.2247,3.1664,True
scaling,4af57941a9f1c8355425,225686010,6,128,43,128,1.0,16384,131072,131072,0.4475,0.6524,0.2561,3.4801,True
scaling,230d8c462aa6a3ed5228,642594268,7,128,43,128,1.0,16384,131072,131072,0.462,0.3731,0.2386,3.4525,True
scaling,5b9c2d9f4b921b29aff8,2702704047,8,128,43,128,1.0,16384,131072,131072,0.4241,0.4265,0.228,3.2126,True
scaling,181b900f00dceb323da4,2184641616,9,128,43,128,1.0,16384,131072,131072,0.3586,0.5393,0.2027,2.9694,True
scaling,ba28a07d2d67ca6b2ee9,3174893823,10,128,43,128,1.0,16384,131072,131072,0.3617,0.3815,0.2029,2.6475,True
scaling,41d92ac4f2991c648deb,3556620334,11,128,43,128,1.0,16384,131072,131072,0.3685,0.4141,0.2151,2.9399,True
scaling,7d835588854ca08766e9,1201449227,12,128,43,128,1.0,16384,131072,131072,0.4036,0.4665,0.2263,3.0342,True
scaling,2af3c756d78af93b3ed1,2138066913,13,128,43,128,1.0,16384,131072,131072,0.4001,0.4763,0.2262,3.2679,True
scaling,ac647bc52381045e90ca,1751030790,14,128,43,128,1.0,16384,131072,131072,0.3922,0.4366,0.2234,3.1703,True
scaling,febbdb497a45dabd511f,4193141243,15,128,43,128,1.0,16384,131072,131072,0.3545,0.5345,0.2638,3.3117,True
scaling,f2431ac0283d1f4ebed2,1175222328,16,128,43,128,1.0,16384,131072,131072,0.3747,0.5138,0.2046,2.9876,True
scaling,f8b565593f40da3a0326,3205142468,17,128,43,128,1.0,16384,131072,131072,0.39,0.5074,0.2166,3.1474,True
scaling,15380eb738f4cdd3b2c1,3497345737,18,128,43,128,1.0,16384,131072,131072,0.3798,0.4263,0.2124,3.0306,True
scaling,99570dfc16694d2e844c,3397888987,19,128,43,128,1.0,16384,131072,131072,0.3963,0.4679,0.3276,3.1862,True
scaling,dcada28ec3f0ba4dcaab,2660845995,20,128,43,128,1.0,16384,131072,131072,0.3377,0.3664,0.1849,2.5976,True
scaling,d58298ac8f43984e481a,2347750395,21,128,43,128,1.0,16384,131072,131072,0.3501,0.3357,0.2086,2.6587,True
scaling,f54f30e0a83e2e4a5f5f,817381318,22,128,43,128,1.0,16384,131072,131072,0.4145,0.4799,0.275,3.2942,True
scaling,d00ddd174fc8d7f907ff,3873319329,23,128,43,128,1.0,16384,131072,131072,0.4928,0.6489,0.3933,4.0923,True
scaling,63719a00cb98690c5b10,1802827981,24,128,43,128,1.0,16384,131072,131072,0.4024,0.5119,0.2043,3.5566,True
scaling,b899cedb79ff85d17d98,3602727963,25,128,43,128,1.0,16384,131072,131072,0.2986,0.3557,0.1562,2.5941,True
scaling,9c6667d0fee1e79a1135,321183724,26,128,43,128,1.0,16384,131072,131072,0.2853,0.3674,0.1851,2.2985,True
scaling,62c216c278eb0fa6c51d,4135529990,27,128,43,128,1.0,16384,131072,131072,0.3825,0.558,0.2107,2.9193,True
scaling,011d2f2a4258f4715524,1261719886,28,128,43,128,1.0,16384,131072,131072,0.3868,0.4132,0.175,3.1381,True
scaling,59041e6f7779f3fa110f,2652603023,29,128,43,128,1.0,16384,131072,131072,0.3665,0.5193,0.1775,2.8366,True
scaling,2a1e146875b4025a8f8d,3976685571,0,256,21,64,0.25,16384,131072,131072,0.3974,0.2061,0.1325,4.3572,True
scaling,63a18b3de9e0275f82d6,3435732715,1,256,21,64,0.25,16384,131072,131072,0.3934,0.1808,0.1199,3.8776,True
scaling,e1bbff35b8da1023fc90,1319021974,2,256,21,64,0.25,16384,131072,131072,0.3519,0.1885,0.1413,4.2212,True
scaling,e0e6dc30dd74282d70d8,3004586319,3,256,21,64,0.25,16384,131072,131072,0.4821,0.2109,0.1148,4.3752,True
scaling,91f46bd971875fb8ccf1,1381068399,4,256,21,64,0.25,16384,131072,131072,0.4235,0.1926,0.2995,4.0787,True
scaling,0a1fb978f1c608961c96,2776049745,5,256,21,64,0.25,16384,131072,131072,0.3594,0.1545,0.1208,3.908,True
scaling,8815a99dc9085533d803,2400064817,6,256,21,64,0.25,16384,131072,131072,0.3585,0.1846,0.1321,3.6644,True
scaling,a4608bae14d92c83239b,3775199336,7,256,21,64,0.25,16384,131072,131072,0.4086,0.1658,0.1326,3.7504,True
scaling,da8bad42825a60120c29,2810064304,8,256,21,64,0.25,16384,131072,131072,0.7256,0.2813,0.2121,5.7137,True
scaling,c5b6f00f98958c9a2090,587425096,9,256,21,64,0.25,16384,131072,131072,0.3639,0.1474,0.1169,3.732,True
scaling,e3011b3b98ba5be91e92,3872144893,10,256,21,64,0.25,16384,131072,131072,0.4513,0.2282,0.1393,4.2237,True
scaling,eac732f414bf74ec9f69,4052021421,11,256,21,64,0.25,16384,131072,131072,0.4792,0.2244,0.1501,5.2624,True
scaling,cfed39b32b14cc314d08,3324436603,12,256,21,64,0.25,16384,131072,131072,0.5029,0.2148,0.1625,5.0672,True
scaling,557e43188bb454934cd4,1031798902,13,256,21,64,0.25,16384,131072,131072,0.641,0.1759,0.1349,6.0183,True
scaling,2ab096bf12b2ae800395,2284622032,14,256,21,64,0.25,16384,131072,131072,0.4758,0.1652,0.1428,4.3247,True
scaling,4984e9ffb75de29ceee3,3419580053,15,256,21,64,0.25,16384,131072,131072,0.486,0.217,0.1494,4.9212,True
scaling,9ff67a86e9fff2a299c0,1625208920,16,256,21,64,0.25,16384,131072,131072,0.439,0.213,0.1499,4.9982,True
scaling,5493683b305666cafe56,3553694628,17,256,21,64,0.25,16384,131072,131072,0.3893,0.1645,0.1269,3.7798,True
scaling,b756bad287c2a8ebbc4d,2753546017,18,256,21,64,0.25,16384,131072,131072,0.5896,0.2576,0.1834,5.7329,True
scaling,804e468af66ee634eed0,630841410,19,256,21,64,0.25,16384,131072,131072,0.413,0.1642,0.129,4.8701,True
scaling,81f877fd00c70b1940d4,1999927567,20,256,21,64,0.25,16384,131072,131072,0.4463,0.1731,0.1309,4.2871,True
scaling,3905d160a9f47ad13602,4106929664,21,256,21,64,0.25,16384,131072,131072,0.6546,0.2949,0.2745,6.4246,True
scaling,88f64e02553e0c03e438,4133407391,22,256,21,64,0.25,16384,131072,131072,0.3886,0.1584,0.1337,3.6874,True
scaling,48053bc76430cb42915d,3565014674,23,256,21,64,0.25,16384,131072,131072,0.5422,0.2339,0.1745,5.8773,True
scaling,ce63e89c45c8d164a04b,3601278932,24,256,21,64,0.25,16384,131072,131072,0.502,0.1875,0.1528,6.0534,True
scaling,a125da478661c7699269,3701721045,25,256,21,64,0.25,16384,131072,131072,0.4389,0.2011,0.1354,4.6763,True
scaling,c1058c4e3e270a79c2ca,2022241882,26,256,21,64,0.25,16384,131072,131072,0.5423,0.2715,0.1843,4.7488,True
scaling,8fc804454b4aa931dfa0,2335465749,27,256,21,64,0.25,16384,131072,131072,0.401,0.1527,0.1269,4.251,True
scaling,cb68f913a2b6250a043d,2788993250,28,256,21,64,0.25,16384,131072,131072,0.3951,0.1719,0.1398,4.266,True
scaling,5f60d021de30a440e1d3,583190165,29,256,21,64,0.25,16384,131072,131072,0.5527,0.2233,0.1747,5.1175,True
scaling,db83fd12e59a4757dd57,572232429,0,256,43,128,0.5,32768,262144,262144,1.2993,0.9941,0.409,6.1369,True
scaling,008c63971d4b4f9eff00,381688589,1,256,43,128,0.5,32768,262144,262144,0.5884,0.2948,0.1767,9.6702,True
scaling,197d21a5405f1fe2779c,2880181552,2,256,43,128,0.5,32768,262144,262144,0.7962,0.4884,0.2281,5.0784,True
scaling,ce592c732c7e16111a30,4243876323,3,256,43,128,0.5,32768,262144,262144,0.9744,0.6519,0.352,5.9085,True
scaling,b13e7c209c11e62c5e3d,2752646405,4,256,43,128,0.5,32768,262144,262144,0.6901,0.4285,0.2137,4.9349,True
scaling,811e60117e16aebf6993,4066438149,5,256,43,128,0.5,32768,262144,262144,0.6749,0.3633,0.2123,4.9815,True
scaling,8b40060dc7119281656e,1330694669,6,256,43,128,0.5,32768,262144,262144,0.7035,0.4043,0.2353,5.2174,True
scaling,4e1980a4063d1c9e70a0,303128954,7,256,43,128,0.5,32768,262144,262144,0.8031,0.4453,0.2429,5.1293,True
scaling,7671d15887e15aa3d965,2412988013,8,256,43,128,0.5,32768,262144,262144,0.8087,0.4476,0.2516,5.6295,True
scaling,9176968a00abb09e28ba,2949786044,9,256,43,128,0.5,32768,262144,262144,0.7394,0.5037,0.2361,4.8385,True
scaling,c31ddae8893ebdac4bc1,1946744230,10,256,43,128,0.5,32768,262144,262144,0.6899,0.5342,0.2237,5.1429,True
scaling,72369c218b6e80852d33,3275051298,11,256,43,128,0.5,32768,262144,262144,0.7158,0.5164,0.2345,5.4563,True
scaling,9d258b20a114797e1f08,4083875443,12,256,43,128,0.5,32768,262144,262144,0.7562,0.6393,0.2492,5.6249,True
scaling,901d9f5c826dfa9c3357,861113034,13,256,43,128,0.5,32768,262144,262144,1.2745,0.9646,0.4313,6.9294,True
scaling,cc31be5adc67d940fcee,1147125366,14,256,43,128,0.5,32768,262144,262144,0.7703,0.4551,0.2249,5.2618,True
scaling,eaa4ed7c647efe56d8b3,1278604923,15,256,43,128,0.5,32768,262144,262144,0.7253,0.5467,0.2274,5.2788,True
scaling,b616e6afdbe6d9269253,1231887537,16,256,43,128,0.5,32768,262144,262144,0.7263,0.4473,0.2429,5.5884,True
scaling,6decb90a4705e50564ec,1857657593,17,256,43,128,0.5,32768,262144,262144,0.7866,0.5904,0.2675,5.4263,True
scaling,92ca6295797ab5536711,3016153683,18,256,43,128,0.5,32768,262144,262144,0.8492,0.593,0.2642,6.0025,True
scaling,26a331bb5288de65d3b0,1093583593,19,256,43,128,0.5,32768,262144,262144,0.7896,0.4431,0.2742,5.594,True
scaling,8230ee4c5325c68b0d55,641380493,20,256,43,128,0.5,32768,262144,262144,1.0197,0.4231,0.2338,5.8668,True
scaling,69ab9e2aa53ae9dd5a29,1325342266,21,256,43,128,0.5,32768,262144,262144,0.6264,0.4209,0.2052,4.722,True
scaling,c8c3cc4c90b95fa75dc2,3830961616,22,256,43,128,0.5,32768,262144,262144,0.7478,0.4887,0.2364,4.9279,True
scaling,c64b2e551074bef42f73,4002321005,23,256,43,128,0.5,32768,262144,262144,0.6401,0.3734,0.195,5.8185,True
scaling,ef7148375003238c26f2,1939002858,24,256,43,128,0.5,32768,262144,262144,0.5793,0.4342,0.1791,4.1063,True
scaling,7f60e094432b62566b10,1875679899,25,256,43,128,0.5,32768,262144,262144,0.5783,0.5013,0.1863,4.161,True
scaling,f16de06e8833c40d4a19,3807338881,26,256,43,128,0.5,32768,262144,262144,0.697,0.4868,0.2311,5.4637,True
scaling,51f7e9abbe90c82abf53,819796887,27,256,43,128,0.5,32768,262144,262144,0.9961,0.7014,0.3159,7.162,True
scaling,c39cf6a2ebed17285326,2409581583,28,256,43,128,0.5,32768,262144,262144,0.8017,0.3776,0.2324,8.1123,True
scaling,e53f7b4608a6e88e031f,531741053,29,256,43,128,0.5,32768,262144,262144,0.7469,0.439,0.2612,4.6526,True
scaling,e56faf4b2adfebceb2a0,3518372982,0,256,85,256,1.0,65536,524288,524288,2.1573,3.2988,0.5043,10.5332,True
scaling,84851c094e5c04ef92e4,1803336963,1,256,85,256,1.0,65536,524288,524288,1.9683,1.4626,0.763,8.6909,True
scaling,86b4dd561168be459edf,272627870,2,256,85,256,1.0,65536,524288,524288,1.7988,1.5077,0.3537,7.1198,True
scaling,c0bf82dd056717ee9608,1445239580,3,256,85,256,1.0,65536,524288,524288,1.4394,1.6965,0.3814,6.6849,True
scaling,a33d380fd274e37b80b0,239223167,4,256,85,256,1.0,65536,524288,524288,1.4537,0.966,0.3585,6.075,True
scaling,a974535384b8b937bba3,3699490785,5,256,85,256,1.0,65536,524288,524288,1.8717,2.8985,0.766,8.9221,True
scaling,081868bc4bc1bece3296,3015670970,6,256,85,256,1.0,65536,524288,524288,1.8695,1.502,0.4328,8.1612,True
scaling,cf585e6e178408fa5e71,1022437536,7,256,85,256,1.0,65536,524288,524288,2.0324,1.2962,0.7834,7.5462,True
scaling,8e48c8ad4ade0e3bfa8b,3059090694,8,256,85,256,1.0,65536,524288,524288,1.9016,1.5408,0.3791,7.2721,True
scaling,fa5263e243a54f78817f,800629038,9,256,85,256,1.0,65536,524288,524288,1.7115,2.3502,0.519,8.4537,True
scaling,48140c202d1e9efc2406,2164114463,10,256,85,256,1.0,65536,524288,524288,1.5574,2.0819,0.4029,7.4596,True
scaling,a688387191a4675ba416,4111140567,11,256,85,256,1.0,65536,524288,524288,1.7361,2.2064,0.4475,9.2809,True
scaling,372a0fc4e6191ab21b06,4139756510,12,256,85,256,1.0,65536,524288,524288,1.9861,2.7107,0.5036,9.3592,True
scaling,5739c69d5f714c0b21a6,496883550,13,256,85,256,1.0,65536,524288,524288,1.7166,1.3381,0.4311,7.7549,True
scaling,fa0bfb40b5c835a00060,1304743541,14,256,85,256,1.0,65536,524288,524288,1.6982,1.6673,0.4334,7.6382,True
scaling,76b064fcdf68c38cde6f,2087621848,15,256,85,256,1.0,65536,524288,524288,1.6568,2.3733,0.683,8.2328,True
scaling,9eb958438c583c3493c0,2005004403,16,256,85,256,1.0,65536,524288,524288,1.6276,2.0817,0.4574,7.5455,True
scaling,2faf81f0f15e741c50b4,1306187433,17,256,85,256,1.0,65536,524288,524288,2.71,2.5184,0.7659,9.9374,True
scaling,71f611e11e22d3e3574c,1281895165,18,256,85,256,1.0,65536,524288,524288,1.5489,1.65,0.4357,9.12,True
scaling,aaec126a0b320e8c5cfb,2644593856,19,256,85,256,1.0,65536,524288,524288,1.6339,2.6999,0.4838,8.7051,True
scaling,352e5b428091ba1d5842,2337686584,20,256,85,256,1.0,65536,524288,524288,2.4622,1.9179,0.8793,10.3678,True
scaling,fb387e52f4f31acf811f,2608700799,21,256,85,256,1.0,65536,524288,524288,1.7849,1.4163,0.4844,8.7772,True
scaling,e94019a1591f2b580ce2,3501564013,22,256,85,256,1.0,65536,524288,524288,1.7668,1.4553,0.5008,7.9819,True
scaling,0ac62320a1aa26a7192d,442988947,23,256,85,256,1.0,65536,524288,524288,2.0127,2.3488,0.6967,9.022,True
scaling,d87896836139aeb3fc8f,4164605249,24,256,85,256,1.0,65536,524288,524288,1.7384,2.2734,0.4617,8.6804,True
scaling,2055d5548cbceb44e98f,189635513,25,256,85,256,1.0,65536,524288,524288,1.7054,1.784,0.4779,8.0796,True
scaling,e3d7cd53a5f2b9f0b77a,3509134171,26,256,85,256,1.0,65536,524288,524288,1.7814,2.5402,0.502,8.686,True
scaling,1c77449e2f075da30646,462762704,27,256,85,256,1.0,65536,524288,524288,1.9417,1.778,0.5351,8.547,True
scaling,05bea439910abb2c1a1d,3670701183,28,256,85,256,1.0,65536,524288,524288,1.8775,1.5262,0.4463,9.4645,True
scaling,de3d5558d6063acba8b0,4281651991,29,256,85,256,1.0,65536,524288,524288,1.7261,1.9402,0.4725,7.8236,True
scaling,ae352dde2731f03372ae,3156506236,0,512,43,128,0.25,65536,524288,524288,1.6081,0.6992,0.2785,9.8995,True
scaling,eeddb240e9c2223966fc,4260191691,1,512,43,128,0.25,65536,524288,524288,1.8024,0.689,0.2885,10.6812,True
scaling,cc6d639c47a09b9afe3b,1709218595,2,512,43,128,0.25,65536,524288,524288,2.1166,0.7332,0.3151,10.2521,True
scaling,9267ccac2d17ced3f2fd,3936658824,3,512,43,128,0.25,65536,524288,524288,1.695,0.741,0.2867,10.0884,True
scaling,230e6f84b2acb88cc7e7,3599743266,4,512,43,128,0.25,65536,524288,524288,1.6385,0.6012,0.2851,9.4442,True
scaling,7fb6eea1e2c54104c115,3103534866,5,512,43,128,0.25,65536,524288,524288,2.5472,0.6567,0.3549,11.698,True
scaling,0f8987252a9703f204be,1333843097,6,512,43,128,0.25,65536,524288,524288,1.7599,0.6797,0.3195,8.8444,True
scaling,7deead98e4d1b38bf4c2,409397240,7,512,43,128,0.25,65536,524288,524288,1.732,0.6179,0.295,9.1746,True
scaling,cb703f95cc3b5aa27411,1155135328,8,512,43,128,0.25,65536,524288,524288,1.6299,0.7627,0.2971,11.3119,True
scaling,761d499cfab7750139c5,2680655609,9,512,43,128,0.25,65536,524288,524288,1.8818,0.6701,0.3211,11.3547,True
scaling,baaa9ace4d976032b00c,3125206006,10,512,43,128,0.25,65536,524288,524288,1.8708,0.7254,0.3191,9.723,True
scaling,de503dd89a8e80d0e884,1581929119,11,512,43,128,0.25,65536,524288,524288,1.6978,0.6301,0.2901,9.7597,True
scaling,a362818edf6b0242256c,4133379854,12,512,43,128,0.25,65536,524288,524288,1.9456,0.6587,0.3018,13.4159,True
scaling,a9593185b89fed2e4628,1944953891,13,512,43,128,0.25,65536,524288,524288,2.3456,0.6684,0.3112,11.8415,True
scaling,b6ff0247b3d275aa0ed1,1750879794,14,512,43,128,0.25,65536,524288,524288,1.8567,0.7219,0.2816,9.591,True
scaling,bc60abe3195b3e9e353d,2578945006,15,512,43,128,0.25,65536,524288,524288,1.9008,0.6868,0.3802,10.0814,True
scaling,bb075d3067b8264b23e7,1558430114,16,512,43,128,0.25,65536,524288,524288,1.8052,0.7748,0.3026,9.7579,True
scaling,ec86be0fe80113fab58b,1756229464,17,512,43,128,0.25,65536,524288,524288,1.78,0.6895,0.2818,10.4022,True
scaling,ef6ee5ba1213221b701d,2188016843,18,512,43,128,0.25,65536,524288,524288,1.8809,0.5904,0.2598,10.4176,True
scaling,c4ab1cc33589a822579e,3716675584,19,512,43,128,0.25,65536,524288,524288,1.7474,0.6328,0.282,9.501,True
scaling,c6cfdf9259b1110598bb,542375656,20,512,43,128,0.25,65536,524288,524288,1.7252,0.6241,0.2822,11.8329,True
scaling,70fddb4584e41f12b71c,3001774533,21,512,43,128,0.25,65536,524288,524288,1.7844,0.6201,0.2903,10.8831,True
scaling,64d6e893b1eadcbded2c,3144788042,22,512,43,128,0.25,65536,524288,524288,1.9284,0.7201,0.2713,11.4371,True
scaling,2076c2b162d1f49ce663,560706922,23,512,43,128,0.25,65536,524288,524288,1.7892,1.1485,0.505,10.0798,True
scaling,c08917cce03381e2100d,3198887718,24,512,43,128,0.25,65536,524288,524288,1.8791,0.7121,0.3202,9.5158,True
scaling,dcaa7fe40d46d99d6a24,2309105692,25,512,43,128,0.25,65536,524288,524288,1.834,0.7031,0.3108,10.7872,True
scaling,f5d6375b0d69b0574e8a,3884237641,26,512,43,128,0.25,65536,524288,524288,1.8844,0.5903,0.2825,10.6554,True
scaling,c2202b77e52a83dd1833,3692444003,27,512,43,128,0.25,65536,524288,524288,1.7109,1.0138,0.3968,9.9106,True
scaling,2e0586be336e5c8875f0,8120975,28,512,43,128,0.25,65536,524288,524288,1.8493,0.6914,0.3144,9.46,True
scaling,f2d66d803319cbb3a15b,1530031981,29,512,43,128,0.25,65536,524288,524288,2.2826,0.9284,0.419,14.5949,True
scaling,8da54b876d8f25be4aae,155666873,0,512,85,256,0.5,131072,1048576,1048576,3.8036,2.5112,0.566,13.923,True
scaling,dd2d731e81e56d895152,258338080,1,512,85,256,0.5,131072,1048576,1048576,3.8742,2.1246,0.5554,13.5873,True
scaling,b5e642383a9d6ec8441b,2400853309,2,512,85,256,0.5,131072,1048576,1048576,3.3712,2.0611,0.4984,14.2568,True
scaling,d3443dc31b883cf3902c,630225285,3,512,85,256,0.5,131072,1048576,1048576,3.8895,2.2795,0.564,14.2172,True
scaling,c22e63fd474dfb96e97d,4121057511,4,512,85,256,0.5,131072,1048576,1048576,3.8702,2.659,0.5504,14.9878,True
scaling,198144ae065fa67f44b4,4280715504,5,512,85,256,0.5,131072,1048576,1048576,3.4972,2.08,0.5887,12.8299,True
scaling,cb10a3329d2192f94945,3761326266,6,512,85,256,0.5,131072,1048576,1048576,5.5141,1.9839,0.5144,18.6427,True
scaling,06f529ed2b406d2bed2f,1376134434,7,512,85,256,0.5,131072,1048576,1048576,3.3938,2.6469,0.559,12.8292,True
scaling,6a6996022a109c3a76d9,3123927688,8,512,85,256,0.5,131072,1048576,1048576,3.8227,2.2298,0.565,13.5913,True
scaling,f0d7813f447c59dd4219,2997392586,9,512,85,256,0.5,131072,1048576,1048576,4.6369,2.4942,0.5098,17.293,True
scaling,325941870deb5b796b29,1952336195,10,512,85,256,0.5,131072,1048576,1048576,4.1058,2.0065,0.466,13.5907,True
scaling,1e13500b8c3fb2c812b0,3759146397,11,512,85,256,0.5,131072,1048576,1048576,3.7152,2.1572,0.5031,12.1036,True
scaling,8a0a354111bdfe5cb2fe,700915555,12,512,85,256,0.5,131072,1048576,1048576,3.1307,1.6187,0.43,11.1834,True
scaling,d0208c61ebb1f6024dcd,3297067346,13,512,85,256,0.5,131072,1048576,1048576,3.2171,1.6224,0.4208,11.562,True
scaling,1f0ce802cc7088da66cc,2144721674,14,512,85,256,0.5,131072,1048576,1048576,3.1714,1.6798,0.4277,11.515,True
scaling,433baae23f8b49dbb621,3809597198,15,512,85,256,0.5,131072,1048576,1048576,3.8001,1.839,0.4973,13.1872,True
scaling,35fca439b52e3aa37e33,2818291544,16,512,85,256,0.5,131072,1048576,1048576,3.5957,1.4327,0.45,13.3998,True
scaling,5662eac40e8cf9c7ba14,3108726481,17,512,85,256,0.5,131072,1048576,1048576,3.5602,2.2098,0.4883,12.6535,True
scaling,70859f6454ac87f69d83,866603893,18,512,85,256,0.5,131072,1048576,1048576,3.739,1.8173,0.5052,12.411,True
scaling,1c9847a5884bc2bd1d2c,2449652308,19,512,85,256,0.5,131072,1048576,1048576,4.298,2.5971,0.7936,15.0275,True
scaling,48a1555e6a3fc89de774,1253033099,20,512,85,256,0.5,131072,1048576,1048576,3.0554,1.8018,0.5514,11.4133,True
scaling,5db405c31377d42346a0,3671747829,21,512,85,256,0.5,131072,1048576,1048576,3.6471,2.3152,0.7149,12.9529,True
scaling,467f391fba059255bdf0,4234893230,22,512,85,256,0.5,131072,1048576,1048576,3.3686,1.7641,0.4149,11.9628,True
scaling,b2923fae69abbbd5de56,951193156,23,512,85,256,0.5,131072,1048576,1048576,3.8689,2.2303,0.5472,14.2997,True
scaling,c94bcbf708118a76f39d,4175203595,24,512,85,256,0.5,131072,1048576,1048576,3.5688,2.0297,0.503,12.4379,True
scaling,ff8a1da0768461c5755b,1027286752,25,512,85,256,0.5,131072,1048576,1048576,3.5569,1.768,0.4997,13.2974,True
scaling,5e5cd449c4c2bec106a3,765806648,26,512,85,256,0.5,131072,1048576,1048576,4.0751,2.2772,0.6048,13.9696,True
scaling,4a4c5d146c924b577f52,2777287999,27,512,85,256,0.5,131072,1048576,1048576,3.7185,1.7225,0.5264,13.7828,True
scaling,1f77cb8ffca67a74ab5e,3377858864,28,512,85,256,0.5,131072,1048576,1048576,3.7756,2.0721,0.5497,14.2177,True
scaling,6f3d05f301dd6d4b29ad,1200604850,29,512,85,256,0.5,131072,1048576,1048576,3.7258,1.9214,0.5378,14.1961,True
scaling,b963e5680f77fad23ef1,2736584875,0,512,171,512,1.0,262144,2097152,2097152,7.7848,17.0071,1.0723,33.261,True
scaling,9941abb94870be00f8f5,2625580918,1,512,171,512,1.0,262144,2097152,2097152,7.8667,7.3338,0.9623,23.4061,True
