check_id,check_family,method_family,method_variant,fitness_id,rounding_id,world_seed,method_seed,N,K,expected_value,observed_value,absolute_error,relative_error,tolerance,passed,runtime_wall_s,config_hash,git_hash,timestamp_utc
B0_budget_022,b0_budget_execution,audit,GPC,,,7022,,8,8,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.100046448409557e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_023,b0_budget_execution,audit,HYB,,,7023,,12,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.300047971308231e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_024,b0_budget_execution,audit,REP,,,7024,,4,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.500049494206905e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_025,b0_budget_execution,audit,SMI,,,7025,,8,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,7.200054824352264e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_026,b0_budget_execution,audit,BNN,,,7026,,12,18,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,8.00006091594696e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_027,b0_budget_execution,audit,LOG,,,7027,,4,3,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,7.900060154497623e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_028,b0_budget_execution,audit,PROJ,,,7028,,8,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,5.400041118264198e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_029,b0_budget_execution,audit,IBR,,,7029,,12,9,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,8.79995059221983e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_030,b0_budget_execution,audit,GPC,,,7030,,4,4,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,5.599926225841045e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_031,b0_budget_execution,audit,HYB,,,7031,,8,8,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.200047209858894e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_032,b0_budget_execution,audit,REP,,,7032,,12,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.4999330788850784e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_033,b0_budget_execution,audit,SMI,,,7033,,4,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.00004568696022e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_034,b0_budget_execution,audit,BNN,,,7034,,8,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.500049494206905e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_035,b0_budget_execution,audit,LOG,,,7035,,12,18,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.400048732757568e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_036,b0_budget_execution,audit,PROJ,,,7036,,4,3,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.600050255656242e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_037,b0_budget_execution,audit,IBR,,,7037,,8,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,7.00005330145359e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_038,b0_budget_execution,audit,GPC,,,7038,,12,9,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,7.300055585801601e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_039,b0_budget_execution,audit,HYB,,,7039,,4,4,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,5.799927748739719e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_040,b0_budget_execution,audit,REP,,,7040,,8,8,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,8.900067768990993e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_041,b0_budget_execution,audit,SMI,,,7041,,12,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.900052540004253e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_042,b0_budget_execution,audit,BNN,,,7042,,4,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,5.900044925510883e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_043,b0_budget_execution,audit,LOG,,,7043,,8,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.7999353632330894e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_044,b0_budget_execution,audit,PROJ,,,7044,,12,18,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,7.00005330145359e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_045,b0_budget_execution,audit,IBR,,,7045,,4,3,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,5.100038833916187e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_046,b0_budget_execution,audit,GPC,,,7046,,8,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,8.200062438845634e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_047,b0_budget_execution,audit,HYB,,,7047,,12,9,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,5.999929271638393e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_048,b0_budget_execution,audit,REP,,,7048,,4,4,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.100046448409557e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_049,b0_budget_execution,audit,SMI,,,7049,,8,8,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.500049494206905e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_050,b0_budget_execution,audit,BNN,,,7050,,12,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.3999323174357414e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_051,b0_budget_execution,audit,LOG,,,7051,,4,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.100046448409557e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_052,b0_budget_execution,audit,PROJ,,,7052,,8,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,7.400056347250938e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_053,b0_budget_execution,audit,IBR,,,7053,,12,18,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.100046448409557e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_054,b0_budget_execution,audit,GPC,,,7054,,4,3,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,8.800067007541656e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_055,b0_budget_execution,audit,HYB,,,7055,,8,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.00004568696022e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_056,b0_budget_execution,audit,REP,,,7056,,12,9,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,1.279998105019331e-05,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_057,b0_budget_execution,audit,SMI,,,7057,,4,4,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,8.70006624609232e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_058,b0_budget_execution,audit,BNN,,,7058,,8,8,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,7.0999376475811005e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_059,b0_budget_execution,audit,LOG,,,7059,,12,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,7.00005330145359e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_060,b0_budget_execution,audit,PROJ,,,7060,,4,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.299931555986404e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_061,b0_budget_execution,audit,IBR,,,7061,,8,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,5.500041879713535e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_062,b0_budget_execution,audit,GPC,,,7062,,12,18,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,8.200062438845634e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_063,b0_budget_execution,audit,HYB,,,7063,,4,3,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,7.100054062902927e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_064,b0_budget_execution,audit,REP,,,7064,,8,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,5.700043402612209e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_065,b0_budget_execution,audit,SMI,,,7065,,12,9,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,5.500041879713535e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_066,b0_budget_execution,audit,BNN,,,7066,,4,4,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,5.699926987290382e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_067,b0_budget_execution,audit,LOG,,,7067,,8,8,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,1.1100084520876408e-05,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_068,b0_budget_execution,audit,PROJ,,,7068,,12,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.400048732757568e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_069,b0_budget_execution,audit,IBR,,,7069,,4,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.200047209858894e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_070,b0_budget_execution,audit,GPC,,,7070,,8,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.500049494206905e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_071,b0_budget_execution,audit,HYB,,,7071,,12,18,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.700051017105579e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_072,b0_budget_execution,audit,REP,,,7072,,4,3,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,7.00005330145359e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_073,b0_budget_execution,audit,SMI,,,7073,,8,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,7.200054824352264e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_074,b0_budget_execution,audit,BNN,,,7074,,12,9,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,5.699926987290382e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_075,b0_budget_execution,audit,LOG,,,7075,,4,4,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,7.6000578701496124e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_076,b0_budget_execution,audit,PROJ,,,7076,,8,8,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,7.00005330145359e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_077,b0_budget_execution,audit,IBR,,,7077,,12,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.400048732757568e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_078,b0_budget_execution,audit,GPC,,,7078,,4,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.600050255656242e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_079,b0_budget_execution,audit,HYB,,,7079,,8,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.300047971308231e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_080,b0_budget_execution,audit,REP,,,7080,,12,18,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.9999368861317635e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_081,b0_budget_execution,audit,SMI,,,7081,,4,3,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.299931555986404e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_082,b0_budget_execution,audit,BNN,,,7082,,8,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.300047971308231e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_083,b0_budget_execution,audit,LOG,,,7083,,12,9,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,5.800044164061546e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_084,b0_budget_execution,audit,PROJ,,,7084,,4,4,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,7.899943739175797e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_085,b0_budget_execution,audit,IBR,,,7085,,8,8,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,5.999929271638393e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_086,b0_budget_execution,audit,GPC,,,7086,,12,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.900052540004253e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_087,b0_budget_execution,audit,HYB,,,7087,,4,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.00004568696022e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_088,b0_budget_execution,audit,REP,,,7088,,8,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,5.900044925510883e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_089,b0_budget_execution,audit,SMI,,,7089,,12,18,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.400048732757568e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_090,b0_budget_execution,audit,BNN,,,7090,,4,3,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.09993003308773e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_091,b0_budget_execution,audit,LOG,,,7091,,8,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,5.899928510189056e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_092,b0_budget_execution,audit,PROJ,,,7092,,12,9,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,7.2999391704797745e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_093,b0_budget_execution,audit,IBR,,,7093,,4,4,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.4999330788850784e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_094,b0_budget_execution,audit,GPC,,,7094,,8,8,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,5.09992241859436e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_095,b0_budget_execution,audit,HYB,,,7095,,12,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.9999368861317635e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_096,b0_budget_execution,audit,REP,,,7096,,4,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,5.499925464391708e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_097,b0_budget_execution,audit,SMI,,,7097,,8,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,5.600042641162872e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_098,b0_budget_execution,audit,BNN,,,7098,,12,18,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,4.999921657145023e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_099,b0_budget_execution,audit,LOG,,,7099,,4,3,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,1.079996582120657e-05,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_100,b0_budget_execution,audit,PROJ,,,7100,,8,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,1.2599979527294636e-05,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_101,b0_budget_execution,audit,IBR,,,7101,,12,9,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,8.199946023523808e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_102,b0_budget_execution,audit,GPC,,,7102,,4,4,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,7.300055585801601e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_103,b0_budget_execution,audit,HYB,,,7103,,8,8,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,9.300070814788342e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_104,b0_budget_execution,audit,REP,,,7104,,12,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,7.70005863159895e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_105,b0_budget_execution,audit,SMI,,,7105,,4,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,6.5999338403344154e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_106,b0_budget_execution,audit,BNN,,,7106,,8,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,1.1100084520876408e-05,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_107,b0_budget_execution,audit,LOG,,,7107,,12,18,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,7.800059393048286e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
B0_budget_108,b0_budget_execution,audit,PROJ,,,7108,,4,3,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,7.400056347250938e-06,b6ab8f76088a7fb8,72418e13f1be,2026-07-11T21:27:55.257424+00:00
