seed,network,architecture,rmse_position_m,rmse_yaw_rad,measurement_std_xy_m,measurement_std_yaw_rad,mean_age_s,attempted_messages,queued_messages,delivered_messages,bytes,generated_bytes,queued_bytes,delivered_bytes,dropped_bytes,delivery_ratio,mean_latency_s
63321,ideal,virtual_structure,0.021901851186314134,0.007079969016021116,0.02,0.01,0.1,640,640,640,192894,192894,192894,192894,0,1.0,0.022603593750000067
63321,delayed,leader_follower,0.31879271623060945,0.04328135890715329,0.02,0.01,1.645890410958904,240,240,240,50472,50472,50472,50472,0,1.0,2.54320199570401
63321,delayed,virtual_structure,0.16229521424227217,0.0358307503119358,0.02,0.01,2.9977142857142867,640,640,640,192894,192894,192894,192894,0,1.0,10.448368873603089
63321,degraded,leader_follower,0.04822022375961248,0.01024647100270057,0.02,0.01,0.10533333333333332,240,228,228,50472,50472,48003,48003,2469,0.95,0.0812316079472462
63321,degraded,virtual_structure,0.1853340015176494,0.02766290799960146,0.02,0.01,1.9962264150943398,640,601,601,192894,192894,181137,181137,11757,0.9390625,3.59851385229396
63321,limited,leader_follower,0.2917976700080151,0.09424409173560022,0.02,0.01,1.2768421052631578,240,141,141,50472,50472,29691,29691,20781,0.5875,1.8298125676076082
63321,limited,virtual_structure,0.1541592859124006,0.03382629856195618,0.02,0.01,2.987898089171975,640,577,577,192894,192894,173887,173887,19007,0.9015625,10.522698490916932
63322,ideal,leader_follower,0.04657501237594655,0.010913297184944574,0.02,0.01,0.1,240,240,240,50496,50496,50496,50496,0,1.0,0.010520000000000033
63322,ideal,virtual_structure,0.020117455654111,0.006610288820613856,0.02,0.01,0.1,640,640,640,192892,192892,192892,192892,0,1.0,0.02260546875000006
63322,delayed,leader_follower,0.3280398801571984,0.04171198814218091,0.02,0.01,1.6583333333333334,240,240,240,50496,50496,50496,50496,0,1.0,2.6292942699162833
63322,delayed,virtual_structure,0.16004912087829365,0.03553820505447007,0.02,0.01,3.0000000000000004,640,640,640,192892,192892,192892,192892,0,1.0,10.648841193198818
63322,degraded,leader_follower,0.04796539571327522,0.010594045389425906,0.02,0.01,0.10547945205479453,240,224,224,50496,50496,47128,47128,3368,0.9333333333333333,0.0828640294638293
63322,degraded,virtual_structure,0.18003265166704813,0.025975428911036436,0.02,0.01,1.9900321543408364,640,598,598,192892,192892,180241,180241,12651,0.934375,3.6594506433283174
63322,limited,leader_follower,0.31393814905332473,0.09522169945932338,0.02,0.01,1.4989247311827958,240,142,142,50496,50496,29861,29861,20635,0.5916666666666667,2.1157589790320905
63322,limited,virtual_structure,0.15113605983770903,0.03379358820963062,0.02,0.01,3.011038961038962,640,578,578,192892,192892,174230,174230,18662,0.903125,10.691819714365378
63323,ideal,leader_follower,0.047177431698584016,0.01087967874365352,0.02,0.01,0.1,240,240,240,50490,50490,50490,50490,0,1.0,0.010518750000000032
63323,ideal,virtual_structure,0.022608921978311748,0.006949305888747771,0.02,0.01,0.1,640,640,640,192844,192844,192844,192844,0,1.0,0.022598906250000085
63323,delayed,leader_follower,0.3203553724133244,0.04213578669725513,0.02,0.01,1.6170068027210884,240,240,240,50490,50490,50490,50490,0,1.0,2.5397841661618643
63323,delayed,virtual_structure,0.16080008592313064,0.03546233998782847,0.02,0.01,2.9597701149425286,640,640,640,192844,192844,192844,192844,0,1.0,10.516309572721585
63323,degraded,leader_follower,0.0523616726773283,0.010751199823797386,0.02,0.01,0.10577777777777778,240,227,227,50490,50490,47771,47771,2719,0.9458333333333333,0.08150091938335598
63323,degraded,virtual_structure,0.18658256873044482,0.025727628233935165,0.02,0.01,1.9773885350318474,640,603,603,192844,192844,181716,181716,11128,0.9421875,3.637780612204975
63323,limited,leader_follower,0.30397909774971854,0.09450079519755457,0.02,0.01,1.3968750000000003,240,143,143,50490,50490,30088,30088,20402,0.5958333333333333,1.9949510558917227
63323,limited,virtual_structure,0.1535692020227697,0.03368432837090681,0.02,0.01,3.003846153846154,640,582,582,192844,192844,175362,175362,17482,0.909375,10.64056522252842
63324,ideal,leader_follower,0.04927200353811208,0.011519118600300263,0.02,0.01,0.1,240,240,240,50481,50481,50481,50481,0,1.0,0.010516875000000033
63324,ideal,virtual_structure,0.02213399625339888,0.006916654220356417,0.02,0.01,0.1,640,640,640,192928,192928,192928,192928,0,1.0,0.022610625000000068
63324,delayed,leader_follower,0.3313242564191544,0.043049143390244515,0.02,0.01,1.6979166666666667,240,240,240,50481,50481,50481,50481,0,1.0,2.638076790490766
63324,delayed,virtual_structure,0.1623058680744919,0.035876643344838734,0.02,0.01,3.0271676300578036,640,640,640,192928,192928,192928,192928,0,1.0,10.570043821107456
63324,degraded,leader_follower,0.0531475199543446,0.011636474792957267,0.02,0.01,0.10272727272727274,240,224,224,50481,50481,47112,47112,3369,0.9333333333333333,0.08127799147700429
63324,degraded,virtual_structure,0.1802790976254132,0.024492018054567556,0.02,0.01,1.940251572327044,640,596,596,192928,192928,179692,179692,13236,0.93125,3.485604962532989
63324,limited,leader_follower,0.31476419504409203,0.09497376123645705,0.02,0.01,1.4768421052631577,240,145,145,50481,50481,30505,30505,19976,0.6041666666666666,2.0782913353589456
63324,limited,virtual_structure,0.15207179213729538,0.0330654963670049,0.02,0.01,2.9974358974358974,640,579,579,192928,192928,174588,174588,18340,0.9046875,10.555761703787478
63325,ideal,leader_follower,0.04548999819361473,0.00862185386635597,0.02,0.01,0.1,240,240,240,50475,50475,50475,50475,0,1.0,0.01051562500000004
63325,ideal,virtual_structure,0.020598941882215973,0.006455047740214695,0.02,0.01,0.1,640,640,640,192844,192844,192844,192844,0,1.0,0.022598906250000054
63325,delayed,leader_follower,0.3186344234237621,0.04040720279321503,0.02,0.01,1.6523809523809525,240,240,240,50475,50475,50475,50475,0,1.0,2.532323962535864
63325,delayed,virtual_structure,0.1621919567829803,0.03569003932091753,0.02,0.01,3.005113636363637,640,640,640,192844,192844,192844,192844,0,1.0,10.516912094119968
63325,degraded,leader_follower,0.04751316726714912,0.008767623683997361,0.02,0.01,0.10418604651162794,240,219,219,50475,50475,46027,46027,4448,0.9125,0.08228650612895645
63325,degraded,virtual_structure,0.17701587526881546,0.02631919834319631,0.02,0.01,1.9246794871794872,640,596,596,192844,192844,179583,179583,13261,0.93125,3.571024536556163
63325,limited,leader_follower,0.30838285886702743,0.09441248111815939,0.02,0.01,1.4802083333333336,240,141,141,50475,50475,29656,29656,20819,0.5875,1.985536295873286
63325,limited,virtual_structure,0.15418231756262996,0.034148356779403394,0.02,0.01,3.0128205128205128,640,571,571,192844,192844,172094,172094,20750,0.8921875,10.519250841050994
63326,ideal,leader_follower,0.048561242630375784,0.010295726445791603,0.02,0.01,0.1,240,240,240,50445,50445,50445,50445,0,1.0,0.010509375000000053
63326,ideal,virtual_structure,0.020571449755495946,0.006768982488490565,0.02,0.01,0.1,640,640,640,192862,192862,192862,192862,0,1.0,0.022601093750000058
63326,delayed,leader_follower,0.332290623801281,0.0426736149508953,0.02,0.01,1.6673611111111108,240,240,240,50445,50445,50445,50445,0,1.0,2.6274338816856413
63326,delayed,virtual_structure,0.16130997620864274,0.03471988375137817,0.02,0.01,3.029885057471265,640,640,640,192862,192862,192862,192862,0,1.0,10.58550261095255
63326,degraded,leader_follower,0.05046318649804968,0.010496453462238813,0.02,0.01,0.10765765765765765,240,225,225,50445,50445,47288,47288,3157,0.9375,0.08150181803227283
63326,degraded,virtual_structure,0.17945109043150945,0.026094260649936956,0.02,0.01,1.97246835443038,640,601,601,192862,192862,181105,181105,11757,0.9390625,3.5957095148280143
63326,limited,leader_follower,0.3146343352973933,0.0949096270212256,0.02,0.01,1.465263157894737,240,148,148,50445,50445,31098,31098,19347,0.6166666666666667,2.200517271604025
63326,limited,virtual_structure,0.15622317684028042,0.033462928420278606,0.02,0.01,3.043949044585988,640,583,583,192862,192862,175584,175584,17278,0.9109375,10.692020407899207
63327,ideal,leader_follower,0.047110794018859516,0.01122307332291455,0.02,0.01,0.1,240,240,240,50505,50505,50505,50505,0,1.0,0.010521875000000019
63327,ideal,virtual_structure,0.023348981108739484,0.0069426597682630455,0.02,0.01,0.1,640,640,640,192856,192856,192856,192856,0,1.0,0.022599531250000075
63327,delayed,leader_follower,0.3293497101359822,0.04329394737790895,0.02,0.01,1.669014084507042,240,240,240,50505,50505,50505,50505,0,1.0,2.6653024172951088
63327,delayed,virtual_structure,0.16457304510676277,0.035584454300953076,0.02,0.01,3.0168604651162796,640,640,640,192856,192856,192856,192856,0,1.0,10.618529753264355
63327,degraded,leader_follower,0.0518861629354723,0.011784088906374546,0.02,0.01,0.10366972477064221,240,222,222,50505,50505,46736,46736,3769,0.925,0.0811777404595286
63327,degraded,virtual_structure,0.179575736070585,0.025683745891432082,0.02,0.01,1.9303797468354431,640,589,589,192856,192856,177482,177482,15374,0.9203125,3.453989864582895
63327,limited,leader_follower,0.3107433112357069,0.09471263420301129,0.02,0.01,1.446808510638298,240,146,146,50505,50505,30710,30710,19795,0.6083333333333333,2.12998256061755
63327,limited,virtual_structure,0.15444125610947973,0.03493722057262111,0.02,0.01,3.0224358974358974,640,572,572,192856,192856,172289,172289,20567,0.89375,10.442871114623543
63328,ideal,leader_follower,0.04888309543713232,0.010426901133422465,0.02,0.01,0.1,240,240,240,50505,50505,50505,50505,0,1.0,0.010521875000000016
63328,ideal,virtual_structure,0.022753524578217943,0.006722345600424981,0.02,0.01,0.1,640,640,640,192854,192854,192854,192854,0,1.0,0.022602187500000065
63328,delayed,leader_follower,0.3208728199536028,0.04266280084017426,0.02,0.01,1.615068493150685,240,240,240,50505,50505,50505,50505,0,1.0,2.535819753889251
63328,delayed,virtual_structure,0.16283225621950115,0.034840595527335566,0.02,0.01,2.971428571428572,640,640,640,192854,192854,192854,192854,0,1.0,10.444371909688527
63328,degraded,leader_follower,0.04928835396434668,0.010690778539512287,0.02,0.01,0.10324074074074074,240,219,219,50505,50505,46072,46072,4433,0.9125,0.08216515753751295
63328,degraded,virtual_structure,0.1808687933965135,0.02509354348869501,0.02,0.01,1.9273015873015873,640,589,589,192854,192854,177449,177449,15405,0.9203125,3.4537362060767314
63328,limited,leader_follower,0.3033253098024625,0.09463474595702695,0.02,0.01,1.407216494845361,240,147,147,50505,50505,30926,30926,19579,0.6125,2.0271848280170635
63328,limited,virtual_structure,0.15677219599477593,0.033316513830241035,0.02,0.01,3.028481012658228,640,594,594,192854,192854,179027,179027,13827,0.928125,10.935467482189624
63329,ideal,leader_follower,0.046842026051566885,0.01138973727543887,0.02,0.01,0.1,240,240,240,50472,50472,50472,50472,0,1.0,0.010515000000000042
63329,ideal,virtual_structure,0.02027198117962463,0.006326441211203605,0.02,0.01,0.1,640,640,640,192908,192908,192908,192908,0,1.0,0.022607968750000068
63329,delayed,leader_follower,0.31462310576935365,0.04273784924666684,0.02,0.01,1.5825503355704698,240,240,240,50472,50472,50472,50472,0,1.0,2.4520645667534904
63329,delayed,virtual_structure,0.16033451470739196,0.03447142796870704,0.02,0.01,2.9369318181818187,640,640,640,192908,192908,192908,192908,0,1.0,10.354284443425124
63329,degraded,leader_follower,0.04893244343657381,0.012028965395612212,0.02,0.01,0.10645161290322581,240,219,219,50472,50472,46065,46065,4407,0.9125,0.08137637067471797
63329,degraded,virtual_structure,0.17594018087388577,0.022810018570771168,0.02,0.01,1.8977848101265824,640,592,592,192908,192908,178418,178418,14490,0.925,3.4390873650116176
63329,limited,leader_follower,0.29215578886263344,0.09517358593026691,0.02,0.01,1.3041237113402064,240,142,142,50472,50472,29809,29809,20663,0.5916666666666667,1.8366366016821039
63329,limited,virtual_structure,0.1529558565441967,0.03179617835973544,0.02,0.01,2.9713375796178343,640,577,577,192908,192908,173928,173928,18980,0.9015625,10.500550706627664
