author_left,author_right,paper_count
Chun Sing Lai,Songjian Chai,1
Chun Sing Lai,Xu Xu,1
Chun Sing Lai,Yan Xu,1
Chun Sing Lai,Youwei Jia,1
Chun Sing Lai,Zhao Xu,1
Songjian Chai,Xu Xu,1
Songjian Chai,Yan Xu,1
Songjian Chai,Youwei Jia,1
Songjian Chai,Zhao Xu,1
Xu Xu,Yan Xu,1
Xu Xu,Youwei Jia,1
Xu Xu,Zhao Xu,1
Yan Xu,Youwei Jia,1
Yan Xu,Zhao Xu,1
Youwei Jia,Zhao Xu,1
Bilge Can Pullinen,Hannu Tenhunen,1
Bilge Can Pullinen,Jenni Raitoharju,1
Bilge Can Pullinen,Jorge Peña Queralta,1
Bilge Can Pullinen,Jussi Taipalmaa,1
Bilge Can Pullinen,Moncef Gabbouj,1
Bilge Can Pullinen,Tomi Westerlund,1
Bilge Can Pullinen,Tuan Nguyen Gia,1
Bilge Can Pullinen,Victor Kathan Sarker,1
Hannu Tenhunen,Jenni Raitoharju,1
Hannu Tenhunen,Jorge Peña Queralta,1
Hannu Tenhunen,Jussi Taipalmaa,1
Hannu Tenhunen,Moncef Gabbouj,1
Hannu Tenhunen,Tomi Westerlund,1
Hannu Tenhunen,Tuan Nguyen Gia,1
Hannu Tenhunen,Victor Kathan Sarker,1
Jenni Raitoharju,Jorge Peña Queralta,1
Jenni Raitoharju,Jussi Taipalmaa,1
Jenni Raitoharju,Moncef Gabbouj,1
Jenni Raitoharju,Tomi Westerlund,1
Jenni Raitoharju,Tuan Nguyen Gia,1
Jenni Raitoharju,Victor Kathan Sarker,1
Jorge Peña Queralta,Jussi Taipalmaa,1
Jorge Peña Queralta,Moncef Gabbouj,1
Jorge Peña Queralta,Tomi Westerlund,1
Jorge Peña Queralta,Tuan Nguyen Gia,1
Jorge Peña Queralta,Victor Kathan Sarker,1
Jussi Taipalmaa,Moncef Gabbouj,1
Jussi Taipalmaa,Tomi Westerlund,1
Jussi Taipalmaa,Tuan Nguyen Gia,1
Jussi Taipalmaa,Victor Kathan Sarker,1
Moncef Gabbouj,Tomi Westerlund,1
Moncef Gabbouj,Tuan Nguyen Gia,1
Moncef Gabbouj,Victor Kathan Sarker,1
Tomi Westerlund,Tuan Nguyen Gia,1
Tomi Westerlund,Victor Kathan Sarker,1
Tuan Nguyen Gia,Victor Kathan Sarker,1
Beatriz A. Asfora,Jacopo Banfi,1
Beatriz A. Asfora,Mark Campbell,1
Jacopo Banfi,Mark Campbell,1
Aryan Kaushik,Rongke Liu,1
Aryan Kaushik,Xiangqiang Gao,1
Rongke Liu,Xiangqiang Gao,1
Frank Jiang,Guoqing Shi,1
Frank Jiang,Morshed Chowdhury,1
Frank Jiang,Sai Ho Ling,1
Frank Jiang,Wencheng Feng,1
Frank Jiang,Yaozhong Zhang,1
Guoqing Shi,Morshed Chowdhury,1
Guoqing Shi,Sai Ho Ling,1
Guoqing Shi,Wencheng Feng,1
Guoqing Shi,Yaozhong Zhang,1
Morshed Chowdhury,Sai Ho Ling,1
Morshed Chowdhury,Wencheng Feng,1
Morshed Chowdhury,Yaozhong Zhang,1
Sai Ho Ling,Wencheng Feng,1
Sai Ho Ling,Yaozhong Zhang,1
Wencheng Feng,Yaozhong Zhang,1
Farzaneh Farhadi,Nicholas R. Jennings,1
Cristian Moral,Jose Barambones,1
Cristian Moral,Ricardo Imbert,1
Jose Barambones,Ricardo Imbert,1
Arkadiusz Gola,P. Stączek,1
Arkadiusz Gola,Wojciech Danilczuk,1
Jakub Pizoń,P. Stączek,1
Jakub Pizoń,Wojciech Danilczuk,1
P. Stączek,Wojciech Danilczuk,1
Fano Ramparany,Gauthier Picard,1
Fano Ramparany,Pierre Rust,1
Gauthier Picard,Pierre Rust,1
Christos Tsigkanos,Claudio Menghi,1
Christos Tsigkanos,Gricel Vázquez,1
Christos Tsigkanos,Mehrnoosh Askarpour,1
Christos Tsigkanos,Patrizio Pelliccione,1
Christos Tsigkanos,Radu Călinescu,1
Christos Tsigkanos,Sergio García,1
Claudio Menghi,Gricel Vázquez,1
Claudio Menghi,Mehrnoosh Askarpour,1
Claudio Menghi,Patrizio Pelliccione,1
Claudio Menghi,Radu Călinescu,1
Claudio Menghi,Sergio García,1
Gricel Vázquez,Mehrnoosh Askarpour,1
Gricel Vázquez,Patrizio Pelliccione,1
Gricel Vázquez,Radu Călinescu,1
Gricel Vázquez,Sergio García,1
Mehrnoosh Askarpour,Patrizio Pelliccione,1
Mehrnoosh Askarpour,Radu Călinescu,1
Mehrnoosh Askarpour,Sergio García,1
Patrizio Pelliccione,Radu Călinescu,1
Patrizio Pelliccione,Sergio García,1
Radu Călinescu,Sergio García,1
Horacio J. Marquez,Tohid Kargar Tasooji,1
Erfu Yang,Manman Yang,1
Jie Gao,Luan Teng,1
Jie Gao,Yumin Chen,1
Luan Teng,Yumin Chen,1
Aaron D. Ames,Jaemin Lee,1
Jaemin Lee,Jeeseop Kim,1
Hong Mei,Xiaolu Ma,1
Hong Mei,Yibo Tan,1
Xiaolu Ma,Yibo Tan,1
Ajay Shankar,Jan Blumenkamp,1
Ajay Shankar,Joshua Bird,1
Ajay Shankar,Matteo Bettini,1
Amanda Prorok,Jan Blumenkamp,1
Amanda Prorok,Joshua Bird,1
Amanda Prorok,Matteo Bettini,1
Jan Blumenkamp,Joshua Bird,1
Jan Blumenkamp,Matteo Bettini,1
Joshua Bird,Matteo Bettini,1
Arkadiusz Gola,Izabela Nielsen,1
Arkadiusz Gola,Łukasz Kański,1
Arkadiusz Gola,Łukasz Wójcik,1
Izabela Nielsen,Jakub Pizoń,1
Izabela Nielsen,Łukasz Kański,1
Izabela Nielsen,Łukasz Wójcik,1
Jakub Pizoń,Łukasz Kański,1
Jakub Pizoń,Łukasz Wójcik,1
Łukasz Kański,Łukasz Wójcik,1
Elena Tappia,Emilio Moretti,1
Elena Tappia,Ivo Adan,1
Elena Tappia,Uta Mohring,1
Emilio Moretti,Ivo Adan,1
Emilio Moretti,Uta Mohring,1
Ivo Adan,Uta Mohring,1
Guangjun Liu,Lei Wang,1
Lucinéia Souza,Marisa Palácios,1
Lucinéia Souza,Marnidewi Laia,1
Lucinéia Souza,Márcio Mendonça,1
Lucinéia Souza,Rodrigo Henrique Cunha Palácios,1
Lucinéia Souza,Vitor Blanc Milani,1
Marisa Palácios,Marnidewi Laia,1
Marisa Palácios,Márcio Mendonça,1
Marisa Palácios,Rodrigo Henrique Cunha Palácios,1
Marisa Palácios,Vitor Blanc Milani,1
Marnidewi Laia,Márcio Mendonça,1
Marnidewi Laia,Rodrigo Henrique Cunha Palácios,1
Marnidewi Laia,Vitor Blanc Milani,1
Márcio Mendonça,Rodrigo Henrique Cunha Palácios,1
Márcio Mendonça,Vitor Blanc Milani,1
Rodrigo Henrique Cunha Palácios,Vitor Blanc Milani,1
Joseph Bolarinwa,Manuel Giuliani,1
Joseph Bolarinwa,Paul Bremner,1
Manuel Giuliani,Paul Bremner,1
Bufan Gao,Gang Wang,1
Bufan Gao,Jian Sun,1
Bufan Gao,Lei Yuan,1
Bufan Gao,Meiqin Liu,1
Bufan Gao,Ning Ding,1
Bufan Gao,Ruiqi Xue,1
Bufan Gao,Xinhu Zheng,1
Bufan Gao,Yang Yu,1
Bufan Gao,Zhaohan Feng,1
Gang Wang,Jian Sun,1
Gang Wang,Lei Yuan,1
Gang Wang,Meiqin Liu,1
Gang Wang,Ning Ding,1
Gang Wang,Ruiqi Xue,1
Gang Wang,Xinhu Zheng,1
Gang Wang,Yang Yu,1
Gang Wang,Zhaohan Feng,1
Jian Sun,Lei Yuan,1
Jian Sun,Meiqin Liu,1
Jian Sun,Ning Ding,1
Jian Sun,Ruiqi Xue,1
Jian Sun,Xinhu Zheng,1
Jian Sun,Yang Yu,1
Jian Sun,Zhaohan Feng,1
Lei Yuan,Meiqin Liu,1
Lei Yuan,Ning Ding,1
Lei Yuan,Ruiqi Xue,1
Lei Yuan,Xinhu Zheng,1
Lei Yuan,Yang Yu,1
Lei Yuan,Zhaohan Feng,1
Meiqin Liu,Ning Ding,1
Meiqin Liu,Ruiqi Xue,1
Meiqin Liu,Xinhu Zheng,1
Meiqin Liu,Yang Yu,1
Meiqin Liu,Zhaohan Feng,1
Ning Ding,Ruiqi Xue,1
Ning Ding,Xinhu Zheng,1
Ning Ding,Yang Yu,1
Ning Ding,Zhaohan Feng,1
Ruiqi Xue,Xinhu Zheng,1
Ruiqi Xue,Yang Yu,1
Ruiqi Xue,Zhaohan Feng,1
Xinhu Zheng,Yang Yu,1
Xinhu Zheng,Zhaohan Feng,1
Yang Yu,Zhaohan Feng,1
Elmostapha Boudi,Hamza Mokhliss,1
Elmostapha Boudi,Khamiss Cheikh,1
Elmostapha Boudi,Rabi Rabi,1
Hamza Mokhliss,Khamiss Cheikh,1
Hamza Mokhliss,Rabi Rabi,1
Khamiss Cheikh,Rabi Rabi,1
Aric Shafran,Israel Waichman,1
Aric Shafran,Ramit Debnath,1
Israel Waichman,Ramit Debnath,1
Carlos Joel Tavares,Célia Ghedini Ralha,1
Carlos Joel Tavares,Rafael Melo Santos,1
Célia Ghedini Ralha,Rafael Melo Santos,1
Duc Truong Pham,Hang Yang,1
Duc Truong Pham,Lei Qi,1
Duc Truong Pham,Mengyuan Ba,1
Duc Truong Pham,Wenjun Xu,1
Hang Yang,Lei Qi,1
Hang Yang,Mengyuan Ba,1
Hang Yang,Wenjun Xu,1
Lei Qi,Mengyuan Ba,1
Lei Qi,Wenjun Xu,1
Mengyuan Ba,Wenjun Xu,1
Juan A. Rodríguez-Aguilar,Julián Padget,1
Juan A. Rodríguez-Aguilar,Jérôme Lang,1
Juan A. Rodríguez-Aguilar,Michel Lemaı̂tre,1
Juan A. Rodríguez-Aguilar,Nicolas Maudet,1
Juan A. Rodríguez-Aguilar,Paul E. Dunne,1
Juan A. Rodríguez-Aguilar,Paulo Baltarejo Sousa,1
Juan A. Rodríguez-Aguilar,Steven C. Phelps,1
Juan A. Rodríguez-Aguilar,Ulle Endriss,1
Juan A. Rodríguez-Aguilar,Yann Chevaleyre,1
Julián Padget,Jérôme Lang,1
Julián Padget,Michel Lemaı̂tre,1
Julián Padget,Nicolas Maudet,1
Julián Padget,Paul E. Dunne,1
Julián Padget,Paulo Baltarejo Sousa,1
Julián Padget,Steven C. Phelps,1
Julián Padget,Ulle Endriss,1
Julián Padget,Yann Chevaleyre,1
Jérôme Lang,Michel Lemaı̂tre,1
Jérôme Lang,Nicolas Maudet,1
Jérôme Lang,Paul E. Dunne,1
Jérôme Lang,Paulo Baltarejo Sousa,1
Jérôme Lang,Steven C. Phelps,1
Jérôme Lang,Ulle Endriss,1
Jérôme Lang,Yann Chevaleyre,1
Michel Lemaı̂tre,Nicolas Maudet,1
Michel Lemaı̂tre,Paul E. Dunne,1
Michel Lemaı̂tre,Paulo Baltarejo Sousa,1
Michel Lemaı̂tre,Steven C. Phelps,1
Michel Lemaı̂tre,Ulle Endriss,1
Michel Lemaı̂tre,Yann Chevaleyre,1
Nicolas Maudet,Paul E. Dunne,1
Nicolas Maudet,Paulo Baltarejo Sousa,1
Nicolas Maudet,Steven C. Phelps,1
Nicolas Maudet,Ulle Endriss,1
Nicolas Maudet,Yann Chevaleyre,1
Paul E. Dunne,Paulo Baltarejo Sousa,1
Paul E. Dunne,Steven C. Phelps,1
Paul E. Dunne,Ulle Endriss,1
Paul E. Dunne,Yann Chevaleyre,1
Paulo Baltarejo Sousa,Steven C. Phelps,1
Paulo Baltarejo Sousa,Ulle Endriss,1
Paulo Baltarejo Sousa,Yann Chevaleyre,1
Steven C. Phelps,Ulle Endriss,1
Steven C. Phelps,Yann Chevaleyre,1
Ulle Endriss,Yann Chevaleyre,1
