case_index,arm,replicate,seed,N,K,M,binary_variable_count,constraint_count,time_limit_seconds,capacity_mode,capacity_cv,total_capacity_kg,total_demand_kg,structural_capacity_feasible,solver_returned_incumbent,mission_feasible_observed,optimal_certified,censored,outcome,solver_status,solver_message,mip_gap,mip_node_count,solver_wall_seconds,matrix_wall_seconds,model_wall_seconds,post_wall_seconds,internal_total_wall_seconds,call_wall_seconds,observed_time_seconds,observed_over_timeout,explicit_model_bytes,estimated_explicit_model_bytes,assigned_robot_count,total_distance
74,timeout_probe,2,3487084795,400,40,120,16000,480,5.0,moderate,0.3470840076158772,2000.0000000000002,510.7353675461059,True,True,True,True,False,optimal_certified,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,4.0904674,0.0008252,0.0198871,0.0008998,4.1134205,4.1159141,4.0904674,0.8180934799999999,706404,706404,97,454.21075767454323
75,timeout_probe,0,3472328201,400,40,120,16000,480,20.0,moderate,0.38112839847880986,2000.0,497.3764108178938,True,True,True,False,True,timeout_with_incumbent,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.00741350148821354,2044,20.0936165,0.0008054,0.0220951,0.0013205,20.1184107,20.120967,20.0936165,1.0046808249999999,706404,706404,98,493.95720194854556
76,timeout_probe,1,130273713,400,40,120,16000,480,20.0,moderate,0.38288925288358355,2000.0,501.6606765853876,True,True,True,True,False,optimal_certified,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,503,11.1867661,0.000743,0.019142,0.0007554,11.2078997,11.2089223,11.1867661,0.559338305,706404,706404,99,487.53162344409213
77,timeout_probe,2,629465496,400,40,120,16000,480,20.0,moderate,0.3885144592464005,2000.0000000000002,506.89762496175456,True,True,True,True,False,optimal_certified,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,4.4150972,0.0005115,0.0201325,0.0007876,4.4368176,4.4381789,4.4150972,0.22075486,706404,706404,96,451.8336108275585
78,timeout_probe,0,1550228399,800,40,120,32000,880,2.0,moderate,0.3662149303237304,4000.0,489.51720137753534,True,True,True,False,True,timeout_with_incumbent,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.7759285000969207,0,2.1851584,0.0009374,0.0415698,0.0022868,2.2304677,2.2330327,2.1851584,1.0925792,1412004,1412004,103,1199.3465349029657
79,timeout_probe,1,2288664121,800,40,120,32000,880,2.0,moderate,0.3565455867675076,4000.0,493.4957138216658,True,True,True,False,True,timeout_with_incumbent,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.704217182114721,0,2.1450446,0.0011802,0.0350619,0.0013631,2.1835902,2.1858908,2.1450446,1.0725223,1412004,1412004,106,947.3936002882251
80,timeout_probe,2,3866414568,800,40,120,32000,880,2.0,moderate,0.3334954628760966,4000.0,478.41783255429976,True,True,True,False,True,timeout_with_incumbent,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.7955513273380399,0,2.1439491,0.0009795,0.0298603,0.0013805,2.1766843,2.1781826,2.1439491,1.07197455,1412004,1412004,108,1327.7395267023412
81,timeout_probe,0,1865312500,800,40,120,32000,880,5.0,moderate,0.38482931321685004,4000.0,515.3577084510366,True,True,True,False,True,timeout_with_incumbent,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.394699224662659,0,5.2641468,0.0007587,0.0315749,0.0013641,5.2983825,5.2999626,5.2641468,1.05282936,1412004,1412004,106,579.3132499988683
82,timeout_probe,1,2467905532,800,40,120,32000,880,5.0,moderate,0.352447257483151,4000.0,505.9177613119551,True,True,True,False,True,timeout_with_incumbent,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.4894768275185215,0,5.5250482,0.0010019,0.0271262,0.0015633,5.5552933,5.5571857,5.5250482,1.10500964,1412004,1412004,111,637.7392034059429
83,timeout_probe,2,3437570282,800,40,120,32000,880,5.0,moderate,0.3893791321344344,4000.0,503.33049635671176,True,True,True,False,True,timeout_with_incumbent,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.43635278311430886,0,5.2006534,0.0008961,0.0407377,0.0025061,5.2453224,5.2484863,5.2006534,1.04013068,1412004,1412004,104,515.0131357663316
84,timeout_probe,0,2382641485,800,40,120,32000,880,20.0,moderate,0.36143023654188156,4000.0000000000005,488.72610099547944,True,True,True,True,False,optimal_certified,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,7.5542394,0.0013377,0.0395249,0.0022748,7.5983553,7.6022372,7.5542394,0.37771197,1412004,1412004,95,280.9374274083906
85,timeout_probe,1,2038834569,800,40,120,32000,880,20.0,moderate,0.3737148676189205,4000.0,497.2456877176797,True,True,True,True,False,optimal_certified,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,5,12.3281147,0.0014003,0.0351939,0.0012224,12.3668437,12.3686838,12.3281147,0.6164057350000001,1412004,1412004,90,264.9285138545984
86,timeout_probe,2,2725185744,800,40,120,32000,880,20.0,moderate,0.3633887428332159,4000.0000000000005,484.44099504904534,True,True,True,True,False,optimal_certified,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,7.5416249,0.0013476,0.0370525,0.0024562,7.5830362,7.5863288,7.5416249,0.377081245,1412004,1412004,92,318.9913635245189
87,timeout_probe,0,2060514777,1600,40,120,64000,1680,2.0,moderate,0.3645915084023166,8000.0,508.38937484839244,True,True,True,False,True,timeout_with_incumbent,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.8424490480205263,0,2.3080355,0.0026623,0.0813091,0.004245,2.3982348,2.4032652,2.3080355,1.15401775,2823204,2823204,106,1094.5757170724667
88,timeout_probe,1,1794658822,1600,40,120,64000,1680,2.0,moderate,0.35558012286199614,8000.0,514.7962124413119,True,True,True,False,True,timeout_with_incumbent,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.7354528658903142,0,2.4987862,0.0014718,0.0625717,0.0024237,2.5662735,2.5689769,2.4987862,1.2493931,2823204,2823204,102,652.0895858443835
89,timeout_probe,2,4170314198,1600,40,120,64000,1680,2.0,moderate,0.35179346962465174,8000.000000000002,500.90027928446426,True,True,True,False,True,timeout_with_incumbent,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.8442597379549789,0,2.3046673,0.0023697,0.0734935,0.0047684,2.3882747,2.3942246,2.3046673,1.15233365,2823204,2823204,103,1299.3320109602766
90,timeout_probe,0,1163445857,1600,40,120,64000,1680,5.0,moderate,0.36005350079744713,8000.0,500.141660654685,True,True,True,False,True,timeout_with_incumbent,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.7865089199006078,0,5.3130075,0.0026462,0.069086,0.0024106,5.3890115,5.3916595,5.3130075,1.0626015,2823204,2823204,102,910.7682391632435
91,timeout_probe,1,2471788869,1600,40,120,64000,1680,5.0,moderate,0.381990825464238,8000.0,520.8277057453047,True,True,True,False,True,timeout_with_incumbent,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.7811006489063153,0,5.2576166,0.0014978,0.0636842,0.0022108,5.3260312,5.3309205,5.2576166,1.05152332,2823204,2823204,103,1101.3652050409817
92,timeout_probe,2,1853971805,1600,40,120,64000,1680,5.0,moderate,0.3737265775352308,8000.0,505.2623137932544,True,True,True,False,True,timeout_with_incumbent,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.7301820087706826,0,5.2971579,0.0037898,0.0745717,0.0037073,5.3817802,5.3862378,5.2971579,1.05943158,2823204,2823204,105,903.8943125935425
93,timeout_probe,0,851484930,1600,40,120,64000,1680,20.0,moderate,0.3619697386130746,8000.000000000002,500.22057651151226,True,True,True,True,False,optimal_certified,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,15.2599606,0.003192,0.0735053,0.002515,15.3413096,15.3443648,15.2599606,0.76299803,2823204,2823204,97,206.77969354693977
94,timeout_probe,1,3863526598,1600,40,120,64000,1680,20.0,moderate,0.3684438302136103,8000.0,500.8317534259568,True,True,True,False,True,timeout_with_incumbent,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.000648032719701407,0,20.3253622,0.0041084,0.064007,0.0026044,20.3971226,20.4007163,20.3253622,1.01626811,2823204,2823204,91,197.08672248214302
95,timeout_probe,2,3787488611,1600,40,120,64000,1680,20.0,moderate,0.35426578931968045,8000.0,506.04003076994246,True,True,True,False,True,timeout_with_incumbent,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.0039942773591518975,0,20.3788354,0.0025754,0.0764609,0.0024153,20.4621877,20.465221,20.3788354,1.01894177,2823204,2823204,96,214.98373509159623
96,timeout_probe,0,339571955,3200,40,120,128000,3280,2.0,moderate,0.3608410218352733,15999.999999999998,512.3805245177504,True,False,False,False,True,timeout_without_incumbent,1,El MILP no encontró una coalición factible. status=1; message=Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),nan,0,nan,nan,nan,nan,nan,3.9277093,3.9277093,1.96385465,5645604,5645604,0,nan
97,timeout_probe,1,3433899521,3200,40,120,128000,3280,2.0,moderate,0.3563486387959633,16000.0,500.46613712584156,True,False,False,False,True,timeout_without_incumbent,1,El MILP no encontró una coalición factible. status=1; message=Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),nan,0,nan,nan,nan,nan,nan,7.2508629,7.2508629,3.62543145,5645604,5645604,0,nan
98,timeout_probe,2,1430802753,3200,40,120,128000,3280,2.0,moderate,0.35590929682242123,16000.0,487.1370485693815,True,False,False,False,True,timeout_without_incumbent,1,El MILP no encontró una coalición factible. status=1; message=Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),nan,0,nan,nan,nan,nan,nan,3.4196758,3.4196758,1.7098379,5645604,5645604,0,nan
99,timeout_probe,0,1469004928,3200,40,120,128000,3280,5.0,moderate,0.3628906803910751,16000.0,487.22101306507665,True,False,False,False,True,timeout_without_incumbent,1,El MILP no encontró una coalición factible. status=1; message=Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),nan,0,nan,nan,nan,nan,nan,6.5916515,6.5916515,1.3183303,5645604,5645604,0,nan
100,timeout_probe,1,2976862530,3200,40,120,128000,3280,5.0,moderate,0.3575150807323726,16000.0,500.4402798470836,True,False,False,False,True,timeout_without_incumbent,1,El MILP no encontró una coalición factible. status=1; message=Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),nan,0,nan,nan,nan,nan,nan,10.146792,10.146792,2.0293584,5645604,5645604,0,nan
101,timeout_probe,2,3270292805,3200,40,120,128000,3280,5.0,moderate,0.36803406455234944,16000.0,489.78516648710695,True,False,False,False,True,timeout_without_incumbent,1,El MILP no encontró una coalición factible. status=1; message=Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),nan,0,nan,nan,nan,nan,nan,5.7120592,5.7120592,1.1424118399999998,5645604,5645604,0,nan
102,timeout_probe,0,2487321768,3200,40,120,128000,3280,20.0,moderate,0.35821375531505034,16000.0,493.0271033255115,True,True,True,False,True,timeout_with_incumbent,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.8261905807639212,0,21.2039213,0.0041984,0.1400728,0.0084214,21.3589224,21.3674078,21.2039213,1.060196065,5645604,5645604,101,736.3616240590527
103,timeout_probe,1,1113232139,3200,40,120,128000,3280,20.0,moderate,0.35972585678444513,16000.0,497.50753344500083,True,True,True,False,True,timeout_with_incumbent,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.8615483734289252,0,20.633025,0.0060826,0.1429407,0.0081999,20.7938166,20.7992822,20.633025,1.03165125,5645604,5645604,104,1073.2315511404347
104,timeout_probe,2,4161356170,3200,40,120,128000,3280,20.0,moderate,0.35884863317368654,16000.0,486.0336102584921,True,True,True,False,True,timeout_with_incumbent,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.876882973963914,0,22.1745819,0.0063363,0.1473081,0.0051419,22.337237,22.3418105,22.1745819,1.108729095,5645604,5645604,107,1142.223222464747
